,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,I2,Tau2,H,Q,symbol
ENSG00000136826.13,0.965278917051434,0.932720971869449,0.998973343374557,0.0435246177906764,0.955603939576792,0.896914439369919,1.01813378093923,0.160245796338337,0.639458038761094,0.0128574034664382,1.66541354147043,61.0192498104878,KLF4
ENSG00000177374.11,1.03884056192815,0.999017637976309,1.08025091057781,0.0560454652377396,1.03944464858765,0.983376940738433,1.09870908368686,0.171483817392735,0.402208641396924,0.00634420454508888,1.29337714873864,36.8021378753447,HIC1
ENSG00000120690.12,0.932989336572064,0.878731987977449,0.990596807748757,0.0232667169850462,0.950468600454259,0.875963759754482,1.03131042853038,0.222569971456521,0.346024938252132,0.0118369136761254,1.23657199370841,33.6404265037278,ELF1
ENSG00000106546.11,0.966682368044562,0.925244318201937,1.00997626497642,0.129549472431103,0.966540235973526,0.90600735546212,1.03111748720766,0.302383237362992,0.438726519793215,0.00925741818186532,1.33478936799517,39.196578452085,AHR
ENSG00000075426.10,1.04383044635715,0.986255965640345,1.10476594180573,0.138371600943077,1.04495378189014,0.955696618690302,1.14254710640591,0.334418803344544,0.526050854969364,0.0218809758595154,1.45256015836339,46.4184823006231,FOSL2
ENSG00000162772.15,1.01832753449131,0.987339113834513,1.05028855129197,0.249381353891842,1.02010710019002,0.97727999945841,1.06481100240952,0.362962750678932,0.386966439129789,0.00371617301807014,1.27719695532666,35.8871053793052,ATF3
ENSG00000134046.10,0.954151238546619,0.875065807691609,1.04038413799033,0.287713234661093,0.946471876959808,0.824390145488507,1.08663236548636,0.434924051630167,0.512633000988457,0.0485281241123077,1.4324251603436,45.1405204796785,MBD2
ENSG00000057657.13,0.976529180673059,0.936820240900272,1.01792126074218,0.262143335352898,0.977567303378001,0.914708463860797,1.04474580742392,0.503447268274544,0.53953526062673,0.0123799003315349,1.47367532019111,47.7778168854879,PRDM1
ENSG00000185591.8,0.937117910861269,0.847670540707318,1.03600389146968,0.204477368378483,0.952400242694316,0.823684517565195,1.10123014690803,0.510329592137539,0.421446838407434,0.0452701741712684,1.31470515070921,38.0258919326294,SP1
ENSG00000114861.17,0.987040075757658,0.930827293343565,1.04664755547954,0.662820214095574,0.977700804921224,0.90049892013761,1.06152138838493,0.591019942110523,0.386023021831002,0.0133343156768757,1.27621532819365,35.8319624061612,FOXP1
ENSG00000170345.8,0.989096310289036,0.96188025690622,1.01708243204202,0.44121772974163,0.990658625527422,0.956970708272396,1.02553244717761,0.594944444215366,0.263283465755,0.0017100154113654,1.16506402308117,29.8622319133179,FOS
ENSG00000084093.14,0.983760687972184,0.903190463666021,1.0715182789589,0.707257693668776,0.96741243965126,0.841882669584972,1.11165945351194,0.640352341840915,0.550172228104402,0.0546899200634931,1.49099733635544,48.9076072544184,REST
ENSG00000151090.16,1.00182102661781,0.972948450492024,1.03155040625843,0.902948095449261,1.00898272751679,0.949620203291677,1.07205611348448,0.772537492807536,0.695352167543772,0.0121131572060319,1.81176119589222,72.2145298806976,THRB
ENSG00000120738.7,0.997925979954242,0.968471014772136,1.0282767850331,0.891964005214056,0.994326258195958,0.953061287779441,1.0373778899797,0.792469949732562,0.406872938645933,0.00378877892162913,1.29845268999497,37.0915465394136,EGR1
ENSG00000172059.9,0.994825752880388,0.941096287751961,1.051622763233,0.854697482815364,1.01292884245342,0.910633490662629,1.12671546829168,0.813046994577628,0.656613613960308,0.0364143343937297,1.70650853012281,64.0677699944022,KLF11
ENSG00000185551.11,0.99488964262221,0.949332512386402,1.04263299537567,0.830363403866855,0.99488964262221,0.949332512386402,1.04263299537567,0.830363403866855,0,0,1,19.3817963358773,NR2F2
ENSG00000186660.14,1.00383316754988,0.912213979572376,1.10465422679184,0.937550464807784,1.01864022358959,0.845233900533566,1.22762220547429,0.846195188251538,0.671976950399413,0.115423201425118,1.74601439151643,67.0684576184144,ZFP91
ENSG00000143437.19,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,0,0,1,18.0124187696029,ARNT
ENSG00000067082.13,1.01729936810801,0.966422973717136,1.07085410063508,0.512325351741894,1.00826668004348,0.909689012577426,1.11752663166235,0.875376461035229,0.688691730978012,0.0360130001033478,1.79227510199366,70.6695009069807,KLF6
ENSG00000144802.10,0.997125772634648,0.963990782441395,1.03139970273802,0.867423637020566,1.00466221373605,0.937481179336737,1.07665752225888,0.895203504681705,0.69993303429823,0.0164374149402302,1.82553812231691,73.3169675927116,NFKBIZ
ENSG00000102349.13,0.993980355929181,0.966675732089577,1.02205622338055,0.670945404200275,0.997984612987013,0.954107156389136,1.04387990498693,0.92992215556227,0.500036967576977,0.00482948944949269,1.414265845321,44.0032533873137,KLF8
