,TE.fixed,lower.fixed,upper.fixed,pval.fixed,TE.random,lower.random,upper.random,pval.random,I2,Tau2,H,Q,symbol
ENSG00000196591.10,1.20165933953661,1.11009079002973,1.30078114444756,5.55700617883379e-06,1.1888133779432,1.00617690503239,1.40460115960545,0.04212099550471,0.707842035995132,0.0942122889257048,1.85008267112001,75.301729579528,HDAC2
ENSG00000057935.12,1.13177014335779,1.03596202458753,1.23643881435336,0.0060912021190296,1.14668646594921,1.00348054421328,1.31032919250262,0.0443241952578754,0.451925952796701,0.0399441742184856,1.35076681089381,40.140561503069,MTA3
ENSG00000123268.7,1.12767700634105,1.03409745001943,1.22972494575479,0.00655715162392169,1.15800066122477,1.00117580483584,1.33939066937089,0.0481784246500764,0.557748637351031,0.0583712361996856,1.50371457820251,49.7454657193723,ATF1
ENSG00000101412.12,1.08305101369805,1.04006092178823,1.12781806690283,0.000113052375129439,1.09338876122293,0.998778723189053,1.19696080364171,0.0531746723511472,0.745316184951954,0.0297910896892434,1.98152395338659,86.3816179125858,E2F1
ENSG00000130522.5,0.934515972455421,0.88689765146077,0.984690963310022,0.0111448848523663,0.925154996409143,0.853070700271726,1.0033304005262,0.0601585527546516,0.493244520007638,0.0164046863351957,1.40475560334286,43.4134427127095,JUND
ENSG00000168310.9,0.850914577395017,0.785006203797345,0.922356555299607,8.67765514780935e-05,0.850105084242822,0.712165348494513,1.01476245057866,0.072218801493427,0.728300549881536,0.108269168341454,1.91847268554842,80.9718237942984,IRF2
ENSG00000204859.10,0.898201440837786,0.833942768009129,0.967411505047362,0.0045859238999664,0.889032155900604,0.777034187791986,1.0171729721072,0.0868755243313017,0.623313344538458,0.0562059091576594,1.62933310795786,58.4039802871279,ZBTB48
ENSG00000130726.10,1.12167849909452,1.0391472440624,1.21076455961363,0.00323210577713894,1.11105856262976,0.983368259348141,1.25532944332697,0.0908920612139771,0.511843188109599,0.0377529014966156,1.43126589574004,45.0674854147879,TRIM28
ENSG00000266412.4,0.851883559739136,0.791826373461033,0.916495867877953,1.72602211783441e-05,0.876307711711193,0.74959518906119,1.02443988009883,0.0975287661543327,0.713074112673439,0.0826222464809824,1.86687454159392,76.6748521891334,NCOA4
ENSG00000181722.14,0.959504858160976,0.920526812744009,1.00013335851689,0.0507412295850427,0.95270664077381,0.89504048145629,1.01408814704974,0.128306051071126,0.451510899798183,0.00874113960546447,1.35025563763893,40.1101863134656,ZBTB20
ENSG00000139687.12,0.947872004565826,0.897938898157452,1.00058182008069,0.0525137086090921,0.947166290997303,0.881287488710652,1.01796972530962,0.140010806691851,0.318844505729927,0.00849973648142041,1.21164911095566,32.298058497752,RB1
ENSG00000136367.13,0.9589013098876,0.926605659967782,0.992322583196962,0.0163560863788012,0.959814714298557,0.908023828779744,1.01455959258475,0.147274891938044,0.468671998588686,0.00665337958281248,1.37188797029753,41.4056852670358,ZFHX2
ENSG00000175550.6,1.06827036999972,1.00462607916093,1.13594660450432,0.03509742313214,1.06380347612692,0.976198273518424,1.15927047457368,0.158370171945332,0.377780488362722,0.0141907941896069,1.26773414340915,35.3572968840374,DRAP1
ENSG00000066422.4,1.0821159773745,0.986894238932477,1.18652530564552,0.0931030108755797,1.10287923902909,0.957852242487678,1.26986455940466,0.173410470018098,0.486962617409343,0.0495319604957218,1.39612882689661,42.8818654284173,ZBTB11
ENSG00000166478.8,1.15027223862001,1.02026158012271,1.29684999290159,0.0221518490591103,1.18102632748019,0.928692285236571,1.50192179732175,0.174866430967346,0.691125040848902,0.198224140791904,1.79932100350559,71.2262336204401,ZNF143
ENSG00000084676.14,0.922049444665835,0.855428373799099,0.993858988605682,0.0339261392836673,0.926474597649879,0.828815544979604,1.03564078315113,0.179026813783323,0.427251941459426,0.0261690565883249,1.32135096781391,38.4113043631408,NCOA1
ENSG00000104320.12,1.0809822781298,1.00381738069676,1.16407895310559,0.0393224263765399,1.0948206088062,0.959249899960533,1.24955151469506,0.179229400928216,0.601052387657761,0.0510125128936131,1.58322290708119,55.1450850171456,NBN
ENSG00000120948.14,1.15614370010553,1.00663830637011,1.32785355657054,0.0400132182764791,1.19355519720738,0.907085523139374,1.57049580490532,0.20638970454488,0.675940754389052,0.246928642085458,1.7566603209937,67.888820633781,TARDBP
ENSG00000120690.12,0.932989336572064,0.878731987977449,0.990596807748757,0.0232667169850462,0.950468600454259,0.875963759754482,1.03131042853038,0.222569971456521,0.346024938252132,0.0118369136761254,1.23657199370841,33.6404265037278,ELF1
ENSG00000100393.9,0.953869718629263,0.89122599312367,1.02091663297304,0.172983589505274,0.952848101395728,0.880111167588771,1.03159639119324,0.233200248976433,0.17869677570992,0.00622252008037571,1.10343876240239,26.7866962521868,EP300
ENSG00000178764.7,0.957374143095376,0.900983969438314,1.01729362669905,0.159605567782317,0.954788798001401,0.880537419591813,1.03530142899726,0.262685878831451,0.327243958664661,0.0110897966309117,1.21918945241419,32.7013042593161,ZHX2
ENSG00000130382.8,0.904618397225688,0.825506991840544,0.991311342832627,0.0318044350161648,0.91268318057165,0.7778106435796,1.07094264519811,0.262765474869038,0.580490637995557,0.0719852887466978,1.54393556487,52.4422146263496,MLLT1
ENSG00000129911.7,1.03938519150827,0.976500700375505,1.10631930515897,0.225069535148332,1.03775584385286,0.971942049689104,1.10802613365194,0.26758792743291,0.0589216839694619,0.00150156186657331,1.03083016004134,23.377438014719,KLF16
ENSG00000122386.9,0.960441587979023,0.900144258319528,1.02477801240634,0.222431138884314,0.96064223752407,0.887664281091368,1.0396199646342,0.31921046991337,0.234041658003623,0.00792327096221211,1.14260843237381,28.7221886540979,ZNF205
ENSG00000132005.7,0.962585249276302,0.881588445061369,1.051023714427,0.395161240900752,0.9186348401563,0.776542291303533,1.08672763737363,0.322237465882542,0.645898743384514,0.0869619307318149,1.68049129061768,62.1291215125212,RFX1
ENSG00000149311.16,0.969618447227789,0.911492890812182,1.03145064836074,0.327984499137098,0.969618447227789,0.911492890812182,1.03145064836074,0.327984499137098,0,0,1,20.6707086864604,ATM
ENSG00000182979.16,1.04215049271227,0.9714863046843,1.1179546682476,0.249129679786234,1.06661022427907,0.936945840652937,1.21421892405632,0.329504985034232,0.629678218579364,0.0516954231185532,1.64327546684023,59.4077937182175,MTA1
ENSG00000006712.13,0.962297816645811,0.884302242645205,1.04717261052206,0.372852297464137,0.95567044608015,0.870075502862545,1.04968591634434,0.343589947538071,0.115662902104183,0.00580577435947922,1.06338634198851,24.8773912712093,PAF1
ENSG00000141027.19,0.956340262644993,0.889289435635707,1.02844660164225,0.228718489049036,0.948987259598567,0.851465431995022,1.05767866203365,0.343948116924567,0.447163493655257,0.0263724862509903,1.34493607610873,39.7947670740127,NCOR1
ENSG00000127616.16,0.95663518740684,0.890745177651456,1.02739919872237,0.223381683587892,0.944839451180078,0.836455268256795,1.06726757829709,0.361384401766926,0.536539037369242,0.0371098333674068,1.46890402319891,47.468938646139,SMARCA4
ENSG00000196235.12,1.06220655958074,0.969710592983443,1.16352526555892,0.19419270815263,1.06597868595844,0.928620518327991,1.22365437387024,0.363987594453059,0.438794482386668,0.0405949284306381,1.33487018776444,39.2013252000097,SUPT5H
ENSG00000178028.12,0.933904164325342,0.866614693367652,1.00641841734179,0.073088909280911,0.936519029688855,0.812610234657437,1.07932174068554,0.365058387489117,0.652335592134842,0.0648683507879692,1.6959767098088,63.2794140047052,DMAP1
ENSG00000147050.13,0.956245832209153,0.902877571646825,1.01276864143333,0.126775593122672,0.966523008178144,0.897381411497779,1.04099183844086,0.368583566922898,0.279464590733671,0.00799468377162481,1.17807336157667,30.532850595644,KDM6A
ENSG00000113658.15,1.03054130407519,0.952817363930112,1.11460540037229,0.452089858099861,1.05897043430409,0.930043214333783,1.20577018728478,0.387018254834733,0.555136586323657,0.0471306558712849,1.49929348889278,49.453381248398,SMAD5
ENSG00000172845.12,1.04574509215233,0.957835837624704,1.14172257374773,0.318082893485395,1.05776730276965,0.928481662279616,1.20505521246539,0.398479862203665,0.445580346685482,0.0383355155712196,1.34301446885557,39.6811329982193,SP3
ENSG00000119138.4,0.970051984733196,0.930513325031553,1.01127069088764,0.152118268404034,0.96221118087105,0.876624519691238,1.05615384442972,0.417664354534743,0.743611518264018,0.0310795832081366,1.97492562414978,85.8072868603148,KLF9
ENSG00000213015.7,0.975971451830357,0.919850507472721,1.03551638777142,0.420855878675947,0.955584472637769,0.853828341659205,1.06946752619143,0.429025662497006,0.657742153282787,0.0415003346465107,1.70931968121404,64.2790229968847,ZNF580
ENSG00000105722.8,0.967181935032854,0.902919909714849,1.03601757519038,0.341475278495131,0.953009815846303,0.842116619692282,1.07850585994999,0.445728564682134,0.607438201248661,0.0451861007506469,1.59604812575167,56.0421316337392,ERF
ENSG00000197114.10,0.969427583308094,0.912684397126663,1.02969859267589,0.312995053572347,0.961926807660303,0.86654466938391,1.06780783032617,0.466270315921706,0.547178512523009,0.0276251793336797,1.48606048585378,48.5842668875511,ZGPAT
ENSG00000159692.14,0.977987791895628,0.889764995766155,1.07495813574156,0.644478340717326,0.931332544812609,0.768807679003129,1.1282149394655,0.467197843620754,0.695875795708661,0.1259585639121,1.81332023192881,72.3388657974914,CTBP1
ENSG00000115966.15,1.03795131985444,0.944790897589944,1.14029775809204,0.437554248594522,1.04283920661982,0.929883213590795,1.16951633814742,0.473291327700814,0.231371908071048,0.0164975148693675,1.14062234033003,28.6224251117191,ATF2
ENSG00000141867.16,1.04383318673853,0.949492049604095,1.14754802021884,0.37474774218956,1.06736709998683,0.890367258649746,1.27955348207887,0.480975523512215,0.635827608240524,0.0977677376345372,1.65709150441658,60.4109495882112,BRD4
ENSG00000185591.8,0.937117910861269,0.847670540707318,1.03600389146968,0.204477368378483,0.952400242694316,0.823684517565195,1.10123014690803,0.510329592137539,0.421446838407434,0.0452701741712684,1.31470515070921,38.0258919326294,SP1
ENSG00000074266.16,1.02941565382238,0.940970945659278,1.12617354789003,0.527047710268792,1.06040054177233,0.881342894074862,1.27583635898192,0.53428577369211,0.693806094657653,0.113845971747616,1.80718132068391,71.8498951682347,EED
ENSG00000005889.14,0.977723784994939,0.909745564833481,1.05078148956934,0.540059255180245,0.977723784994939,0.909745564833481,1.05078148956934,0.540059255180245,0,0,1,16.7095398144465,ZFX
ENSG00000090447.10,1.02178031360197,0.955483661297623,1.09267698816185,0.5290127090344,1.0403292547939,0.911907480061536,1.18683636448184,0.556429160527505,0.676857730020546,0.0580942028372591,1.75915097871547,68.0814676501431,TFAP4
ENSG00000114861.17,0.987040075757658,0.930827293343565,1.04664755547954,0.662820214095574,0.977700804921224,0.90049892013761,1.06152138838493,0.591019942110523,0.386023021831002,0.0133343156768757,1.27621532819365,35.8319624061612,FOXP1
ENSG00000171163.14,1.00909338860494,0.961571760561934,1.05896357265227,0.713020928876088,1.02914588674073,0.926739617979113,1.1428682184808,0.591107669856122,0.727336349778811,0.038510836879897,1.91507760560881,80.6854891810964,ZNF692
ENSG00000155545.18,0.963137768724185,0.892847180099738,1.03896207796655,0.331347587351418,0.972610911114892,0.876427312968325,1.07935018731431,0.601172694636329,0.372757709332229,0.0209815034528728,1.26264811266432,35.0741656411249,MIER3
ENSG00000116809.10,0.981077620904541,0.904905304232172,1.06366190333741,0.643166529549139,0.961117404627822,0.82801113177666,1.11562107081392,0.60206686394882,0.62542394874329,0.0675195437516278,1.63391701913058,58.7330661589003,ZBTB17
ENSG00000119950.19,0.956179973913138,0.899156466244398,1.01681984930977,0.153208293655397,0.977796492532855,0.895389620339519,1.06778765253837,0.617177691998745,0.408636030798457,0.016095681906373,1.30038685244225,37.2021312521023,MXI1
ENSG00000197961.10,0.937892248325596,0.878725214301946,1.00104316474863,0.0537800311911829,0.968861183384184,0.852448761486531,1.10117116133957,0.628134271099808,0.665452002353506,0.05225906522798,1.72890361576345,65.7603696771986,ZNF121
ENSG00000084093.14,0.983760687972184,0.903190463666021,1.0715182789589,0.707257693668776,0.96741243965126,0.841882669584972,1.11165945351194,0.640352341840915,0.550172228104402,0.0546899200634931,1.49099733635544,48.9076072544184,REST
ENSG00000168286.2,1.0037205493506,0.912244892376195,1.10436895794996,0.939285751510908,0.972411607144179,0.861603965088414,1.09746980285971,0.650390161222531,0.279362125736944,0.021816552215799,1.17798960551926,30.5285092356515,THAP11
ENSG00000198455.4,0.989767427924396,0.927178037218056,1.05658193146963,0.757629536030369,1.02777935777767,0.904209714048669,1.16823607605814,0.675031105774718,0.653918810675693,0.0504561712482517,1.69985157786457,63.5688985089107,ZXDB
ENSG00000149480.5,1.02326449012589,0.921652046888943,1.13607973886349,0.666476088027557,1.04204580118451,0.852173718981995,1.27422311622498,0.688195348795074,0.659820815280035,0.131066371030659,1.7145341192933,64.6717994168585,MTA2
ENSG00000127511.8,0.984056050810798,0.903606687957757,1.07166793256693,0.711866895301216,0.974098730531234,0.843616437990873,1.1247627406151,0.720609206796096,0.556402133167524,0.0563268838731075,1.50143064386235,49.594467523236,SIN3B
ENSG00000151090.16,1.00182102661781,0.972948450492024,1.03155040625843,0.902948095449261,1.00898272751679,0.949620203291677,1.07205611348448,0.772537492807536,0.695352167543772,0.0121131572060319,1.81176119589222,72.2145298806976,THRB
ENSG00000160199.13,1.02162491182185,0.908792893405611,1.14846569337021,0.720121738561538,1.02381450116619,0.859801216784293,1.21911450267364,0.79161728640834,0.460992756707331,0.0719810936578668,1.36208026115528,40.8157780322341,PKNOX1
ENSG00000133884.8,1.03636972771375,0.929183293679441,1.15592070996921,0.521298688842797,1.0241208852433,0.855361935081374,1.22617519505559,0.795300919872986,0.536620924974129,0.0851635867436759,1.46903380864357,47.4773272806324,DPF2
ENSG00000167491.16,1.0405955177157,0.941421814003084,1.15021663550114,0.43615175187705,1.02010231340838,0.870901320093419,1.19486410895497,0.805147898810137,0.492011051185995,0.0602059996775257,1.40304909442644,43.308028750159,GATAD2A
ENSG00000172059.9,0.994825752880388,0.941096287751961,1.051622763233,0.854697482815364,1.01292884245342,0.910633490662629,1.12671546829168,0.813046994577628,0.656613613960308,0.0364143343937297,1.70650853012281,64.0677699944022,KLF11
ENSG00000118260.13,1.00535493852509,0.907814295532266,1.11337589349612,0.918307428992552,1.02028880836034,0.859676815068432,1.21090767392918,0.818219342358459,0.562220827170424,0.0823135087218799,1.51137575745627,50.2536469649835,CREB1
ENSG00000140382.13,1.00048793943351,0.935639658131188,1.06983079249892,0.988616483774566,1.01003055102896,0.926777821123729,1.10076189865539,0.820111153719618,0.28250626339163,0.0109918953984748,1.18056782507632,30.6622885713193,HMG20A
ENSG00000186660.14,1.00383316754988,0.912213979572376,1.10465422679184,0.937550464807784,1.01864022358959,0.845233900533566,1.22762220547429,0.846195188251538,0.671976950399413,0.115423201425118,1.74601439151643,67.0684576184144,ZFP91
ENSG00000108788.10,1.01321991948932,0.917771464844692,1.11859503653632,0.794736311478424,1.01170215165925,0.897897243045354,1.13993138034421,0.8484608080327,0.223647742498328,0.0173759209978106,1.13493395618777,28.3376518679765,MLX
ENSG00000089280.17,0.993718919798532,0.906354223227994,1.08950481639358,0.89324554132964,1.0129478210488,0.881034128679231,1.16461241939139,0.856589233433245,0.456103282682817,0.0439044381739986,1.35594408580663,40.4488560043475,FUS
ENSG00000064490.12,0.996362034023439,0.931881035101792,1.06530476042458,0.914974038033689,0.992378481304381,0.913226794408818,1.07839044603757,0.856836538931262,0.255597801326406,0.00948726215066649,1.1590340008559,29.5539159330809,RFXANK
ENSG00000143437.19,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,0.991796677555733,0.90083447078944,1.09194383819323,0.866718236342944,0,0,1,18.0124187696029,ARNT
ENSG00000067082.13,1.01729936810801,0.966422973717136,1.07085410063508,0.512325351741894,1.00826668004348,0.909689012577426,1.11752663166235,0.875376461035229,0.688691730978012,0.0360130001033478,1.79227510199366,70.6695009069807,KLF6
ENSG00000198026.7,1.0451640217962,0.955787981046921,1.14289764479009,0.332783554516007,0.986659473701328,0.798007298899938,1.21990979078332,0.901280840178162,0.773637797688983,0.168960611757719,2.10183221728396,97.1893707314815,ZNF335
ENSG00000105556.9,1.01418955119716,0.938092331425665,1.09645971009519,0.72329368934789,0.995465427912306,0.874145039591733,1.13362356735611,0.945355341304586,0.543849644017863,0.0448512914355027,1.48062811222021,48.2297113473293,MIER2
ENSG00000070444.13,1.02287909327337,0.937994016490192,1.11544596347294,0.608805960718672,0.996443028708025,0.853616969778456,1.16316655433703,0.963993749540324,0.601315926995518,0.0698942549567577,1.58374609400528,55.1815371860934,MNT
ENSG00000137185.10,0.956302419914489,0.893166726434229,1.02390101564274,0.199783569225995,0.996747733197967,0.861178347611375,1.15365887494843,0.965165650207658,0.719988481416078,0.0743411925329463,1.88978349467843,78.5681964486986,ZSCAN9
ENSG00000170325.13,0.985169145444654,0.898161622745356,1.08060533934806,0.751450604778064,0.998455715894402,0.887274571900007,1.1235685639761,0.979530006246809,0.288997937548561,0.0214486601041179,1.18594505819571,30.9422449832944,PRDM10
ENSG00000198824.5,0.997740279707449,0.931891216494376,1.0682423528956,0.948220848317274,1.00089040824334,0.903973156155945,1.10819840444543,0.986334660288974,0.455297361893507,0.0240024338009706,1.35494061348917,40.3890094538129,CHAMP1
ENSG00000177485.6,0.993944563738996,0.920143763573804,1.07366461078782,0.877372801340957,0.999810981760734,0.877424442858632,1.13926846623125,0.997736028378967,0.561547950535462,0.0470771014703734,1.51021558508236,50.1765244953642,ZBTB33
